y/delta,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',k,omega_x'omega_x',omega_y'omega_y',omega_z'omega_z',omega_x'omega_y',omega_x'omega_z',omega_y'omega_z',p'p',u'p',v'p',w'p'
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.628543975478637e-36,0.000000000000000e+00,2.333284844118986e-36,0.000000000000000e+00,2.316740670213791e-37,0.000000000000000e+00,1.422706368498357e-36,1.038944710324612e-04,2.425332457564571e-71,3.504568902446688e-04,1.398672961349500e-39,5.701351444059466e-05,1.433085868002763e-39,1.369650091200120e-02,5.711437890070062e-20,0.000000000000000e+00,1.458155558684532e-20
2.764315143122253e-06,2.765729439839074e-03,1.545977960528217e-06,7.070546718119946e-04,3.592604628362107e-07,1.252781968663915e-17,2.415968196220373e-09,1.252781968663923e-17,6.123533521068405e-10,3.215266452874224e-14,4.360969419647168e-10,3.982650176897980e-15,1.246182064646335e-09,1.037417310611490e-04,1.214144300043729e-11,3.504143796486549e-04,9.728429166423016e-09,5.700984602194112e-05,1.040446190951655e-09,1.369638512190536e-02,1.334347560948020e-06,1.196780620536394e-10,8.925483453666730e-07
1.382146873540879e-05,1.382854016425900e-02,7.729786921021496e-06,7.070467980303785e-04,1.796288496393840e-06,7.798589558660598e-15,6.038402476650886e-08,7.798589558660549e-15,1.526170143653048e-08,4.021727705754492e-12,1.090084161176978e-08,4.978149610734760e-13,3.114141124668330e-08,1.031336807057993e-04,3.035318589707865e-10,3.502465076478170e-04,4.866702021408753e-08,5.699492819519517e-05,5.184791183617811e-09,1.369592429664017e-02,6.671392579394033e-06,2.982144401977620e-09,4.462613284917598e-06
3.869966314673512e-05,3.871946291763557e-02,2.164287616438748e-05,7.070287685126802e-04,5.029551072593113e-06,4.750590023126062e-13,4.731529800038053e-07,4.750590023126115e-13,1.188274466736034e-07,8.841624238322649e-11,8.543518180568365e-08,1.092743081996312e-11,2.439229922381627e-07,1.017821309955964e-04,2.379660853073953e-09,3.498810285333698e-04,1.364113078325154e-07,5.696008724464362e-05,1.440875873569889e-08,1.369490107872807e-02,1.867779137951067e-05,2.320829850934809e-08,1.249438140022163e-05
8.292656586705860e-05,8.296899329076779e-02,4.637578251283741e-05,7.069953594468801e-04,1.077745682779187e-05,9.858378423154367e-12,2.170626349228425e-06,9.858378423154414e-12,5.389998632452230e-07,8.722623420061313e-10,3.920778202692991e-07,1.075101362799601e-10,1.118273177787999e-06,9.943363951802498e-05,1.092715151073717e-08,3.492704406828738e-04,2.927577686972700e-07,5.689432808484832e-05,3.047137356467903e-08,1.369312856179919e-02,4.001548567619740e-05,1.051838790668489e-07,2.676875597777376e-05
1.520290955829839e-04,1.521068776879944e-01,8.501726113950329e-05,7.069384014627188e-04,1.975836197665999e-05,1.086432602085422e-10,7.285729744640551e-06,1.086432602085423e-10,1.777519505414538e-06,5.396344980952299e-09,1.316589577876844e-06,6.622651697058522e-10,3.749714439656458e-06,9.589513209211827e-05,3.673041666332270e-08,3.484057145474657e-04,5.375335003203540e-07,5.678290437702405e-05,5.475615778715321e-08,1.369047796350230e-02,7.333426088722564e-05,3.464001757452849e-07,4.905513956848316e-05
2.515332082846378e-04,2.516618993246350e-01,1.406525525649747e-04,7.068418564299696e-04,3.269061623642878e-05,7.857421499429431e-10,1.990829670811761e-05,7.857421499429471e-10,4.735541481149815e-06,2.457567705146199e-08,3.599109231621534e-06,2.996698803677242e-09,1.023188193290374e-05,9.106067714160987e-05,1.005723569808948e-07,3.473202202108622e-04,8.896129020673443e-07,5.660414375541387e-05,1.149367475088827e-07,1.368691535846078e-02,1.212507007579365e-04,9.209402426904246e-07,8.109012589972939e-05
3.869636834078483e-04,3.871616642597545e-01,2.163593028700826e-04,7.066707584352279e-04,5.029261558481432e-05,4.195080129768333e-09,4.701239676881831e-05,4.195080129768335e-09,1.080520485900169e-05,9.010043412542572e-08,8.500955756518633e-06,1.088487165334647e-08,2.411906880246669e-05,8.493324134171141e-05,2.381405599016586e-07,3.460745986882496e-04,1.364155177731637e-06,5.632296986892038e-05,1.778848316273449e-07,1.368254793924215e-02,1.862990940768264e-04,2.095096981162262e-06,1.245342407590327e-04
5.610795948808311e-04,5.613666580367414e-01,3.136530718517734e-04,7.063548850018062e-04,7.292333404257551e-05,1.744087646600128e-08,9.857624527055061e-05,1.744087646600128e-08,2.168486626889918e-05,2.767712965771912e-07,1.781991357025275e-05,3.300989440188035e-08,5.046659751985457e-05,7.774277001348372e-05,5.009879016959591e-07,3.447274365964439e-04,1.957531272090021e-06,5.588931464278486e-05,2.630213668396282e-07,1.367775012305446e-02,2.695315870562185e-04,4.187857369281832e-06,1.800300339309720e-04
7.738742043458258e-04,7.742701388503129e-01,4.324701740974766e-04,7.057648542758053e-04,1.005812142572545e-04,5.861034538426188e-08,1.869535121393217e-04,5.861034538426182e-08,3.900531954247538e-05,7.315287235093959e-07,3.375784047892818e-05,8.580746251809772e-08,9.548957284569177e-05,6.988051362735579e-05,9.536548307961219e-07,3.432244850461605e-04,2.640833948827431e-06,5.523577587027856e-05,3.761741794268936e-07,1.367314251187948e-02,3.704726461647432e-04,7.494981178468152e-06,2.471894754453500e-04
