y/delta,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',k,omega_x'omega_x',omega_y'omega_y',omega_z'omega_z',omega_x'omega_y',omega_x'omega_z',omega_y'omega_z',p'p',u'p',v'p',w'p'
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,9.999999999999999e-01,0.000000000000000e+00,0.000000000000000e+00,1.509945016220432e-34,0.000000000000000e+00,2.849189461256958e-34,0.000000000000000e+00,-4.268949112896188e-37,0.000000000000000e+00,2.179567238738695e-34,7.638675391092957e-02,2.953632882776711e-69,1.753259462911139e-01,3.914629680486747e-40,6.439922499164718e-05,-2.127233018710705e-39,6.384039116359354e+00,-2.317199285157640e-18,0.000000000000000e+00,1.677877972601714e-21
2.764315143122253e-06,2.765729439839074e-03,2.765725617133860e-03,9.999972356421352e-01,-1.990169667639455e-07,-9.232769096936708e-15,1.341024401271959e-06,9.232769096936697e-15,5.838997669273642e-07,-2.162830023471563e-11,-4.927590014357170e-10,-8.961228562540020e-16,9.624620887160461e-07,7.628160362096024e-02,7.044001631871506e-09,1.753026415387373e-01,-5.655505360769127e-06,6.443908928383446e-05,-2.304029065695656e-10,6.383910894538427e+00,3.292504392454361e-04,-8.868327320798020e-08,3.789017717866555e-07
1.382146873540879e-05,1.382854016425900e-02,1.382844458687292e-02,9.999861752418771e-01,-9.950768741789789e-07,-5.750532684850961e-12,3.351622327912695e-05,5.750532684850959e-12,1.455713573845603e-05,-2.706425522426997e-09,-1.233396280285226e-08,-1.146318727979537e-13,2.403668238405783e-05,7.586287668653070e-02,1.760975418826784e-07,1.752105021737778e-01,-2.831762650960560e-05,6.459684098650757e-05,-1.102050868059007e-09,6.383400698584560e+00,1.645864304218285e-03,-2.210426586920483e-06,1.894356805239207e-06
3.869966314673512e-05,3.871946291763557e-02,3.871871306724336e-02,9.999612361812739e-01,-2.786177776482700e-06,-3.507267051801633e-10,2.626071231595128e-04,3.507267051801631e-10,1.134218302969532e-04,-5.955458784427441e-08,-9.696006585909180e-08,-2.641325478323223e-12,1.880146520915856e-04,7.493143451961809e-02,1.380585060639646e-06,1.750093115173204e-01,-7.953287309357781e-05,6.494222713649616e-05,-2.775696761509059e-09,6.382268477998993e+00,4.605764868775630e-03,-1.721316820888137e-05,5.302706116766255e-06
8.292656586705860e-05,8.296899329076779e-02,8.296554035143106e-02,9.999164637380789e-01,-5.970243628641326e-06,-7.293990120801102e-09,1.204591713100392e-03,7.293990120801097e-09,5.151239885874827e-04,-5.884895271080349e-07,-4.473113550665417e-07,-2.803061947916733e-11,8.598614978389978e-04,7.331068400711337e-02,6.339448653376180e-06,1.746714308926302e-01,-1.712869032556782e-04,6.552556555415890e-05,-4.798609874331836e-09,6.380309280007609e+00,9.857605112483077e-03,-7.809892704763065e-05,1.135307442844142e-05
1.520290955829839e-04,1.521068776879944e-01,1.520951733346186e-01,9.998442493847887e-01,-1.094498944208107e-05,-8.065319796816876e-08,4.042497478422349e-03,8.065319796816872e-08,1.702085122150085e-03,-3.650006032563008e-06,-1.513992761659238e-06,-1.901565594371922e-10,2.872331626885201e-03,7.086330936243056e-02,2.130886601232430e-05,1.741897871297312e-01,-3.161679226647395e-04,6.636478643689495e-05,-5.640915023050456e-09,6.377385112226751e+00,1.802943341481384e-02,-2.576419869997026e-04,2.076578927233170e-05
2.515332082846378e-04,2.516618993246350e-01,2.516291874263023e-01,9.997315874361384e-01,-1.810757897428993e-05,-5.861158108652958e-07,1.104335695386771e-02,5.861158108652951e-07,4.547173981902295e-03,-1.668320922772530e-05,-4.183716860081545e-06,-9.546597406803823e-10,7.795558525790435e-03,6.750856965089022e-02,5.834329506550449e-05,1.735828204687024e-01,-5.270927856410064e-04,6.743222900059556e-05,-2.258285756264269e-09,6.373467039833639e+00,2.969735273211166e-02,-6.866391186337157e-04,3.417477344728221e-05
3.869636834078483e-04,3.871616642597545e-01,3.870807860800715e-01,9.995511042389080e-01,-2.785391178724982e-05,-3.149546037480442e-06,2.606994658534013e-02,3.149546037480441e-06,1.041418949607041e-02,-6.146762710021536e-05,-1.001828641547949e-05,-3.812084455331958e-09,1.824364281372401e-02,6.323665407428199e-02,1.381355906048167e-04,1.728908110956336e-01,-8.159929697089319e-04,6.864243780166868e-05,1.010313777265676e-08,6.368687478130354e+00,4.532376921663624e-02,-1.567184838000564e-03,5.201067854733853e-05
5.610795948808311e-04,5.613666580367414e-01,5.611825616824662e-01,9.992479211326145e-01,-4.037860336973397e-05,-1.320151107891896e-05,5.464432791827076e-02,1.320151107891895e-05,2.099901335998530e-02,-1.900230311192483e-04,-2.134311983511687e-05,-1.237295650008017e-08,3.782827139466749e-02,5.819238348758179e-02,2.905635702457229e-04,1.721661712716839e-01,-1.184833230480148e-03,6.982782691381141e-05,3.703849196464419e-08,6.363477348332053e+00,6.485168360213713e-02,-3.145523025192202e-03,7.397579950417793e-05
7.738742043458258e-04,7.742701388503129e-01,7.738731657635868e-01,9.987180556272499e-01,-5.567407344617931e-05,-4.479966916546456e-05,1.036010799640970e-01,4.479966916546452e-05,3.798571272552903e-02,-5.062137030063628e-04,-4.116234629970130e-05,-3.303090752055889e-08,7.081579617939573e-02,5.263322156543230e-02,5.530227294350261e-04,1.714223307770213e-01,-1.621166298717931e-03,7.076657569385951e-05,8.293267371165361e-08,6.358535757390744e+00,8.764924444475698e-02,-5.657024557016548e-03,9.895741218179368e-05
