y/delta,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',k,omega_x'omega_x',omega_y'omega_y',omega_z'omega_z',omega_x'omega_y',omega_x'omega_z',omega_y'omega_z',p'p',u'p',v'p',w'p'
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,7.726449823354917e-36,0.000000000000000e+00,1.139890347912818e-39,0.000000000000000e+00,3.863224911677459e-36,8.802150960011985e-02,6.340957788241556e-71,2.106336244944302e-01,4.890450158704533e-41,-9.449864054649849e-05,-8.128845671878795e-43,8.885363340336706e+00,1.443807550693303e-20,0.000000000000000e+00,1.323374017488770e-22
1.137017775942883e-05,5.715048944741995e-03,5.715048944444402e-03,9.999999997975494e-01,7.570705524286134e-07,-1.996114527139533e-13,6.878747080097751e-06,1.996114527139533e-13,2.870878675383086e-06,-2.092791624380111e-10,3.087197634995720e-09,-4.812499047741503e-14,4.874812977546145e-06,8.777310581796080e-02,3.345915226418122e-08,2.105772855452142e-01,-1.281734664853827e-05,-9.454168736776397e-05,-2.945487472911192e-09,8.885054865640168e+00,8.473077741510581e-04,-4.410223090558414e-07,2.031826788987834e-06
5.684907886405188e-05,2.857433498804638e-02,2.857433480296024e-02,9.999999739874991e-01,3.785231796390774e-06,-1.238373006414816e-10,1.718666478473656e-04,1.238373006414816e-10,7.136343387726715e-05,-2.622284287440385e-08,7.724516971295341e-08,-6.044811400433585e-12,1.216151027809667e-04,8.678780746733659e-02,8.364305146991029e-07,2.103567896950740e-01,-6.428779608186150e-05,-9.471356899425312e-05,-1.476970712409758e-08,8.883834787417934e+00,4.235389997033443e-03,-1.095522723782507e-05,1.015787971695693e-05
1.591698193881275e-04,8.000431722138596e-02,8.000430569797089e-02,9.999994222639009e-01,1.059813215330183e-05,-7.486311608833205e-09,1.345734531100804e-03,7.486311608833205e-09,5.523736506021862e-04,-5.787380884771549e-07,6.067833347990367e-07,-1.341554852332043e-10,9.490578340072993e-04,8.460920960039189e-02,6.557252326989500e-06,2.098832670698418e-01,-1.811633189148579e-04,-9.510143539429982e-05,-4.157156545076209e-08,8.881170212576116e+00,1.184728580772600e-02,-8.466524129698164e-05,2.843451727946603e-05
3.410564671805227e-04,1.714269067817452e-01,1.714266615448664e-01,9.999942559445332e-01,2.270871313019971e-05,-1.532470470420381e-07,6.166381918720076e-03,1.532470470420381e-07,2.479583566627157e-03,-5.747513000768352e-06,2.795962762486705e-06,-1.345091969175507e-09,4.323059366197137e-03,8.088839643198237e-02,3.011047968111635e-05,2.091253380793950e-01,-3.918695707089170e-04,-9.578375196481363e-05,-8.959631845612835e-08,8.876707710362158e+00,2.531357871566502e-02,-3.790001100500082e-04,6.089773393043233e-05
6.252204245906778e-04,3.142576486831978e-01,3.142548461336185e-01,9.999641065884285e-01,4.162836825125636e-05,-1.653189235771074e-06,2.066358752759190e-02,1.653189235771074e-06,8.046982410968961e-03,-3.590634899278287e-05,9.447871666579039e-06,-8.514043163730567e-09,1.435611156389832e-02,7.546365230995757e-02,1.012260257129455e-04,2.081351838187982e-01,-7.255663739814887e-04,-9.681659853960238e-05,-1.644571740207641e-07,8.870435442502522e+00,4.609595960207295e-02,-1.224408446221361e-03,1.115102612194069e-04
1.034356813211845e-03,5.199039046624370e-01,5.198825834338987e-01,9.998344390896265e-01,6.886379433384872e-05,-1.159816695891649e-05,5.634817308117673e-02,1.159816695891649e-05,2.095979656091666e-02,-1.655976005565719e-04,2.605487052611275e-05,-3.987776756348471e-08,3.865978390452615e-02,6.839679324534456e-02,2.772319189799872e-04,2.070122733608236e-01,-1.205860683644628e-03,-9.821236003660352e-05,-2.684563520976973e-07,8.862898287188736e+00,7.522905169557891e-02,-3.167416396265347e-03,1.840311900996265e-04
1.591140861214257e-03,7.997630373260944e-01,7.996414204003939e-01,9.993843583417834e-01,1.059053442094057e-04,-5.945476970882524e-05,1.327342254074451e-01,5.945476970882524e-05,4.642187065341547e-02,-6.157279749632397e-04,6.223924368728960e-05,-1.506804692347581e-07,8.960777541528471e-02,5.998277640589917e-02,6.564046007827447e-04,2.057708897303468e-01,-1.833984701137062e-03,-9.987320927884085e-05,-3.947155102567189e-07,8.855469462215204e+00,1.128593722384828e-01,-6.947397189597558e-03,2.817891998807484e-04
2.306854116087109e-03,1.159505546945788e+00,1.158957793249246e+00,9.980851679641765e-01,1.534354632134712e-04,-2.348882706635046e-04,2.773931127266185e-01,2.348882706635046e-04,8.979300915621496e-02,-1.915013499256779e-03,1.321824298448790e-04,-4.753900506095849e-07,1.837105050767485e-01,5.087778440800803e-02,1.378710657315366e-03,2.040971968583461e-01,-2.547812015978175e-03,-1.014145724578032e-04,-5.161719799023280e-07,8.850710907639408e+00,1.569778560751242e-01,-1.326830983106058e-02,4.054342571952907e-04
3.181382648813180e-03,1.599074168813487e+00,1.597060457187902e+00,9.949073356836526e-01,2.112505123988694e-04,-7.431257496025730e-04,5.232183308065480e-01,7.431257496025730e-04,1.547037935677823e-01,-5.093007109699298e-03,2.536893867499190e-04,-1.276429883966538e-06,3.393326250619664e-01,4.194061764191206e-02,2.609589133053287e-03,2.010606817296652e-01,-3.201473443630992e-03,-1.020114236673190e-04,-5.812170638384693e-07,8.852194010912291e+00,2.034655016754880e-01,-2.251170321469572e-02,5.529115938855394e-04
4.214587249764312e-03,2.118398931302069e+00,2.112142710665931e+00,9.881499097062564e-01,2.788731493126003e-04,-1.961542459661333e-03,9.059297158415045e-01,1.961542459661333e-03,2.424564142826911e-01,-1.185067423976085e-02,4.471677307772958e-04,-2.973722092452065e-06,5.751738362919284e-01,3.397967564179388e-02,4.519397662939881e-03,1.951375746990777e-01,-3.586060912882674e-03,-1.004480822574044e-04,-5.215908724234188e-07,8.864153141367124e+00,2.473852409480713e-01,-3.467711593151798e-02,7.215802682374138e-04
