dxdx,dxdy,dxdz,dydx,dydy,dydz,dzdx,dzdy,dzdz,xvel,yvel,zvel,RANS_k,t_visc,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',DNS_k,omega_x'omega_x',omega_y'omega_y',omega_z'omega_z',omega_x'omega_y',omega_x'omega_z',omega_y'omega_z',p'p',u'p',v'p',w'p',y
2.3412358110195444e-12,9.447072801825069,-2.315281183999662e-12,3.631490097657388e-24,9.242088621455114e-12,-3.58842370566912e-24,2.1072617348762139e-32,8.565386614919559e-20,8.565386614919559e-20,0.3469518745560398,-4.5041469061955227e-14,3.0952253652519085e-21,0.0023351884767465886,7.09455600697e-05,0.02350483540906228,0.350220904378141,0.003429973920240221,5.098133264708567e-05,-8.905320658644397e-05,0.014638488437475469,8.905320658644393e-05,0.0017505857034489094,-0.0005022322281638623,-7.488239110370988e-06,1.304785937912449e-07,0.008239063673755407,4.117271477207514e-05,7.975317946516474e-05,0.00035968160951686655,4.7157796228953644e-06,7.895266642877166e-09,-9.491409998630533e-08,0.010247185670498066,0.0003375589788551536,-0.00022052495509390792,-3.3377837365466424e-06,0.03178153382474769
8.393776460892014e-13,8.722725809730475,-8.146502689210898e-13,3.243967285262385e-24,6.088909434421707e-12,-3.213602067469254e-24,7.531044375042549e-33,7.944098558882939e-20,7.944098558882939e-20,0.3860024610349875,-6.969500541870155e-15,3.450093697435404e-21,0.0030561237407692792,0.00010635677843402077,0.026693550470344007,0.39135664339876525,0.003246382309505163,5.934857689970967e-05,-0.00012609232566228375,0.01738839493591014,0.00012609232566228366,0.001994993185841074,-0.0006682433053154368,-9.444355573103338e-06,2.1465650030066038e-07,0.009754740223706745,4.537077892928012e-05,9.428809400098595e-05,0.0003292384658333771,1.064506048706901e-05,-5.261127600783791e-08,-9.700353935232764e-08,0.010426777159731948,0.0003000651898847163,-0.0002488821152935113,-3.509577713582927e-06,0.03609308307892944
-1.8169900000000015e-13,8.23026,2.0559200000000008e-13,2.9805e-24,3.945139999999999e-12,-2.95877e-24,-1.675540000000002e-33,7.5217e-20,7.5217e-20,0.412552,1.8914700000000004e-14,3.69136e-21,0.00354627,0.000130432,0.028861479876819394,0.4176883017032759,0.003114661547177011,6.576725562672193e-05,-0.00015585048055453458,0.01908535984895002,0.0001558504805545345,0.002151332322528431,-0.0007880296597566285,-1.070327696234303e-05,2.911527454424576e-07,0.010696271326016492,4.867813175757948e-05,0.00010320393070645846,0.00031375767562161753,1.4567863039927361e-05,-7.820352236937373e-08,-9.171603112524386e-08,0.010560796570995255,0.0002783600769020119,-0.0002662503592936338,-3.527161887236346e-06,0.0390244
-2.170903996722405e-13,7.957517959218454,2.400422264446279e-13,2.6198897149969025e-24,3.6206588413441343e-12,-2.600470976249161e-24,-2.0040206366803315e-33,7.282783277809112e-20,7.282783277809112e-20,0.42479047051391816,1.9307566981547734e-14,3.803692649824831e-21,0.0038044489266026646,0.00014927918022033496,0.030083746443114522,0.43253394450168975,0.0030403981124914894,6.938607106618396e-05,-0.00017262796311037304,0.020042099247931055,0.00017262796311037296,0.0022394754600335736,-0.0008555645415173226,-1.1413049853962764e-05,3.3428090386157554e-07,0.011227101335537499,5.054279892473792e-05,0.00010823062995371999,0.00030502969202623586,1.6779517345743146e-05,-9.263228881843872e-08,-8.873496333508825e-08,0.010636355971191785,0.00026612285467642776,-0.0002760424788585965,-3.5370757467413214e-06,0.04067706020984729
-3.210616320810181e-13,7.15626888819105,3.4124852326760596e-13,1.560505342005841e-24,2.6674129603867885e-12,-1.5478765206685829e-24,-2.9690160009315446e-33,6.580904677943055e-20,6.580904677943055e-20,0.46074408845258974,2.046171359972381e-14,4.133698361669908e-21,0.004562915148042024,0.0002046475627394236,0.033674465160278624,0.47316857073801016,0.0028181499539256727,8.170293129521686e-05,-0.00022946540796716153,0.02247125387656503,0.0002294654079671614,0.002482253488678479,-0.001058095031848043,-1.3227777877618885e-05,4.834133831550679e-07,0.012591486386605335,5.612948185639001e-05,0.00012095320047145463,0.0002869608345382947,2.2737075382411162e-05,-1.0687490854739938e-07,-7.008214476465758e-08,0.010874802700134531,0.00024281009349942393,-0.0003012669210636966,-3.410107914517278e-06,0.0455321696534432
-3.90624e-13,6.62019,4.08961e-13,8.517200000000001e-25,2.02964e-12,-8.43634e-25,-3.61465e-33,6.11131e-20,6.11131e-20,0.484799,2.12339e-14,4.35449e-21,0.00507037,0.000241692,0.03607684984602423,0.4982448112869945,0.002671498205270399,9.133207937943907e-05,-0.00027238095982539637,0.023803810827105136,0.0002723809598253962,0.0026339967777975213,-0.0011915981717232312,-1.4178257110811644e-05,5.859315024049686e-07,0.013355094282364026,5.9652807099756356e-05,0.00012793466615600147,0.00027860638871562385,2.6200577140028273e-05,-1.0075288823058264e-07,-5.33737255673005e-08,0.011042825797558806,0.00023865199949264806,-0.0003155392831967641,-3.2499532624411495e-06,0.0487805
-4.48231009160378e-13,6.3803451260024,4.660334817897221e-13,5.329033713596176e-25,3.0600121938080968e-12,-5.227154227786433e-25,-4.1621664434663695e-33,5.899493671685009e-20,5.899493671685009e-20,0.49602830637864703,3.257367023937667e-14,4.458612238775509e-21,0.00530023023354753,0.00026595269513788954,0.037464691781234155,0.5127311915981022,0.0025867784483291885,9.689477530858094e-05,-0.0002971729937136116,0.02457362027019232,0.0002971729937136114,0.0027216578843953306,-0.0012687220632882816,-1.4727342753172737e-05,6.451555500181865e-07,0.01379622557415063,6.168820907061512e-05,0.00013196781326342902,0.0002737800799537765,2.8201419474070398e-05,-9.721623709627504e-08,-4.372138097371941e-08,0.01113989164303846,0.00023624989575489567,-0.00032378433354207366,-3.157432966424851e-06,0.05065703921585307
-6.137937849239784e-13,5.691029994554372,6.300600237425891e-13,-3.8337690020149536e-25,6.0213060183420605e-12,3.9960585744878665e-25,-5.7357309016409195e-33,5.290732693133734e-20,5.290732693133734e-20,0.5283013780247173,6.516421546497346e-14,4.757859971328347e-21,0.0059608494682286736,0.0003356780304317435,0.04145335507869481,0.5507771403268421,0.002353531805611405,0.00011537804909333017,-0.0003760426839682012,0.0262818469491599,0.000376042683968201,0.0029558588009598024,-0.0014802214367131427,-1.578426482147956e-05,7.93974779932982e-07,0.014806874217043953,6.690460353337494e-05,0.000140959600591409,0.0002637458012809739,3.294973124815348e-05,-6.940583036856197e-08,-1.4535139520970167e-08,0.011428264208795844,0.0002508676668798493,-0.0003428449003577151,-2.8475518959069183e-06,0.05605022046122787
-6.90122e-13,5.37324,7.0568e-13,-8.058030000000001e-25,7.38653e-12,8.248170000000001e-25,-6.46118e-33,5.010079999999999e-20,5.010079999999999e-20,0.54318,8.01892e-14,4.89582e-21,0.00626541,0.000367823,0.04329221981522907,0.5666738197697805,0.00225313159954544,0.00012497687885425443,-0.00041558534105198754,0.02684549751623347,0.00041558534105198743,0.0030555344453060003,-0.0015706355654835616,-1.6025303826664473e-05,8.415443742839368e-07,0.01515830865129573,6.895845522867814e-05,0.00014395894437683855,0.0002599986508648263,3.466690421961781e-05,-5.232250753627937e-08,-3.0387297195252574e-09,0.011563213744590491,0.0002676240448946125,-0.0003494124375100963,-2.7241698525671614e-06,0.0585366
-8.094159792749402e-13,5.0769633144902615,8.224438518486174e-13,-1.0636518707432455e-24,7.081961600926753e-12,1.0796425994266804e-24,-7.602704012213971e-33,4.747913517874704e-20,4.747913517874704e-20,0.5587859222522285,1.0029678430254928e-13,5.042029356429581e-21,0.006554757948793272,0.0004118390198393651,0.04563932774145056,0.5869641769558365,0.002124981815186732,0.00013722872585893284,-0.0004660571794755875,0.027564935268947675,0.0004660571794755875,0.0031827594065813596,-0.0016860392240905665,-1.633296351927695e-05,9.022617123947851e-07,0.015606875927502312,7.157997028498136e-05,0.00014778727575563957,0.0002552158268388132,3.685868603583415e-05,-3.051753100417115e-08,1.163516881795913e-08,0.011735461935993896,0.0002890117124439605,-0.00035779517398866966,-2.5666862888647314e-06,0.06171018912110404
-1.0321403012645688e-12,4.52380862636131,1.040444373701809e-12,-1.545061035406301e-24,6.5133261124020985e-12,1.5554072541298427e-24,-9.733952908432544e-33,4.2584432836293746e-20,4.2584432836293746e-20,0.5879225012629733,1.378380592927396e-13,5.315005243203098e-21,0.007094976542436993,0.0004940178375382063,0.05002142669297723,0.6210575170725282,0.0019064862798937833,0.00016209069329593847,-0.0005668684200953068,0.028423957682262576,0.0005668684200953064,0.0034000533121687953,-0.0018808283043640483,-1.6384519861798497e-05,9.494405109842419e-07,0.016195439707263337,7.560787379180779e-05,0.000152458754486171,0.0002469844987868843,3.989388787509285e-05,1.0869185003027387e-08,2.986504034618409e-08,0.01205604442968713,0.0003509682991717898,-0.0003681563725541352,-2.3882610494487798e-06,0.06763534552520467
-1.05685e-12,4.46244,1.06463e-12,-1.5984700000000002e-24,6.45024e-12,1.60819e-24,-9.9704e-33,4.20414e-20,4.20414e-20,0.591155,1.42003e-13,5.34529e-21,0.00715491,0.000503135,0.05050758978443392,0.6244423394193526,0.0018847596336498123,0.00016497115777413875,-0.0005786507860610395,0.028472881769529525,0.0005786507860610391,0.0034218642199295352,-0.001899933574143789,-1.6344382441642558e-05,9.473299430433137e-07,0.016236698387760047,7.596303326345397e-05,0.00015273862934785034,0.0002460680098221757,4.012712362549949e-05,1.4755684264846697e-08,3.074592928291073e-08,0.012090859586661604,0.0003599254313403189,-0.00036874405806842616,-2.385824957113577e-06,0.0682927
-1.0020357739575632e-12,4.072848006047508,1.007925530480298e-12,-5.652733473843812e-25,-8.07671297082298e-13,5.689093033668246e-25,-9.500753303291102e-33,3.858232247176269e-20,3.858232247176269e-20,0.6139467779802232,1.5618606263565334e-13,5.561057834475959e-21,0.007524369256736628,0.000584624677633718,0.05459841342580921,0.6529239570525535,0.0017019405762912557,0.00018920885165224998,-0.000677793608893465,0.028884553935396042,0.0006777936088934647,0.00360539229656766,-0.0020606950360137896,-1.6006645764047916e-05,9.295705504008001e-07,0.01658386992042858,7.895152578499699e-05,0.00015509363885166515,0.000238356205306831,4.208968791420049e-05,4.745866674506737e-08,3.815817704731818e-08,0.012383812033550635,0.0004352952993493269,-0.0003736891430364186,-2.3653264365706844e-06,0.07382401505355363
-9.60169e-13,3.77528,9.64615e-13,2.2387600000000013e-25,-6.35122e-12,-2.248870000000001e-25,-9.14204e-33,3.59403e-20,3.59403e-20,0.631355,1.67019e-13,5.72586e-21,0.00780656,0.000646866,0.057722959753638774,0.672307251032184,0.0015787077860499096,0.00020779892392544733,-0.0007564145303547564,0.028952693322369317,0.0007564145303547562,0.0037306296749693387,-0.002167120934593522,-1.5530543889773048e-05,8.795647961652e-07,0.016719868763846707,8.070117796978324e-05,0.00015561110275130684,0.00023226538992387363,4.30301150450199e-05,6.907033819188739e-08,3.848881619351114e-08,0.012598843220952973,0.0005034239975086634,-0.00037417663758536,-2.488505528147166e-06,0.0780488
