dxdx,dxdy,dxdz,dydx,dydy,dydz,dzdx,dzdy,dzdz,xvel,yvel,zvel,RANS_k,t_visc,y^+,U,W,P,u'u',v'v',w'w',u'v',u'w',v'w',DNS_k,omega_x'omega_x',omega_y'omega_y',omega_z'omega_z',omega_x'omega_y',omega_x'omega_z',omega_y'omega_z',p'p',u'p',v'p',w'p',y,dU/dy
-2.1362808920768745e-11,22.8938,2.134250992097926e-11,-9.933271899244708e-24,2.5307141352825798e-11,9.923204578787116e-24,3.3064944027233653e-28,-3.5434599009801854e-16,-3.5434599009801854e-16,1.414440412017548e-09,5.6683866602570365e-15,2.8891604493571113e-25,-2.2520473484845368e-07,-3.3606256069783675e-11,0.0,0.0,0.0,0.0,0.0,0.0,1.862213081062091e-38,0.0,-3.131350430021667e-42,0.0,9.311065405310455e-39,0.00022264336543590955,1.5286868658200697e-73,0.0005296745297174417,-2.8594824134435104e-44,1.587300466318334e-08,2.82486436136388e-44,0.02304891379519353,3.706460319858366e-23,0.0,5.176739922152734e-25,0.0,25.200617007260114
-2.1333945474744368e-11,22.8938,2.1313944216813145e-11,-9.872579556668428e-24,2.5067095152908644e-11,9.862697011305229e-24,3.302026523426752e-28,-3.543459609076403e-16,-3.543459609076403e-16,0.00026030807210089026,5.779956080719366e-15,-4.028683853037385e-21,-2.164350315600401e-07,-3.251385841414662e-11,1.44022768313613e-05,0.00028653549455759245,5.956218164068271e-09,-4.993646902762502e-16,1.7210829079278174e-08,4.993646902762502e-16,7.225170370877164e-09,-5.242363756421791e-13,-5.16584923561043e-13,1.1148606214917767e-17,1.2217999974760015e-08,0.0002220158708445054,8.391998035112046e-11,0.0005295318153015015,-3.22691407043852e-08,1.5919092366966547e-08,6.943153531498087e-13,0.023048135203278138,2.2087115637698177e-06,-1.1103384399087911e-09,-4.666435634820218e-09,1.137017775942883e-05,25.200616925952602
-2.1218496285201778e-11,22.8938,2.1199685947308312e-11,-9.629819847520916e-24,2.4106948564389413e-11,9.620676373122324e-24,3.284155717448406e-28,-3.543458441507738e-16,-3.543458441507738e-16,0.0013014932664835157,6.2262160026716585e-15,-2.0143933587489947e-20,-1.813576143895028e-07,-2.814444168216623e-11,7.200909156666474e-05,0.0014326318521132224,2.978013860248955e-08,-3.0980317677848034e-13,4.3001377656990437e-07,3.0980317677848034e-13,1.7960242978434318e-07,-6.568691505792921e-11,-1.29883891662828e-11,1.3979570287782192e-15,3.048082580787121e-07,0.00021952697332276646,2.0978783085729996e-09,0.0005289732761577384,-1.6185068035282018e-07,1.6102461013241956e-08,3.644536308542213e-12,0.02304505561029059,1.1040496282344063e-05,-2.758183730340148e-08,-2.333051511915958e-08,5.684907886405188e-05,25.20061512474576
-2.095875283758137e-11,22.8938,2.0942621892048066e-11,-9.083646729743938e-24,2.1946762025955962e-11,9.0761660547218e-24,3.243949070914446e-28,-3.5434558146524833e-16,-3.5434558146524833e-16,0.0036440045744602217,7.230234230274195e-15,-5.640084055994054e-20,-1.0243866047052934e-07,-1.8313906097192e-11,0.00020161582787257555,0.004011177076123621,8.338033263024971e-08,-1.872876980136761e-11,3.367027703688479e-06,1.872876980136761e-11,1.3902026901902155e-06,-1.4496974912384958e-09,-1.0314289605405267e-10,3.1025071350877933e-14,2.3786245613242476e-06,0.0002140259389445311,1.6446451612704143e-08,0.0005277747932848774,-4.5609177837062233e-07,1.6516928634199387e-08,1.1278302493347715e-11,0.023038329331224534,3.0882918649374405e-05,-2.1316863671987662e-07,-6.531701018645195e-08,0.0001591698193881275,25.2005903949696
-2.0497029586442476e-11,22.8938,2.048566156279592e-11,-8.112762459380386e-24,1.8106787001640454e-11,8.108237597646788e-24,3.1724772254256524e-28,-3.543451145121222e-16,-3.543451145121222e-16,0.0078080824245751685,9.014989782332758e-15,-1.2085157884391598e-19,3.784867425831867e-08,-8.390211970568523e-13,0.0004320064082891458,0.008594821181690193,1.786602601603763e-07,-3.8340234395465117e-10,1.542810305376052e-05,3.8340234395465117e-10,6.2408438468398785e-06,-1.4396979662348777e-08,-4.843010933525699e-10,3.1355502935146624e-13,1.0834665151472179e-05,0.00020463432854513956,7.552097614742023e-08,0.0005258579746516007,-9.865641173481178e-07,1.723257386436904e-08,2.8165894997170858e-11,0.023027062239415242,6.599173801989503e-05,-9.543080761873186e-07,-1.3993317195008922e-07,0.0003410564671805227,25.20024480243842
-2.03838e-11,22.8938,2.03736e-11,-7.87467e-24,1.71651e-11,7.87087e-24,3.15495e-28,-3.54345e-16,-3.54345e-16,0.00882925,9.45267e-15,-1.36657e-19,7.22517e-08,3.44639e-12,0.000488505685889879,0.009718862956952427,2.0202583340067373e-07,-9.725134098710263e-10,2.1121435341752464e-05,9.725134098710263e-10,8.440605814977452e-06,-2.625500967172279e-08,-6.72298960804791e-10,5.833725225078689e-13,1.4781506835069896e-05,0.00020248499076902773,1.0351872746930569e-07,0.0005254648399517539,-1.1184439694656834e-06,1.7394891627085748e-08,3.3568964812983534e-11,0.023024575475703964,7.450061095342767e-05,-1.2885026910965399e-06,-1.582175667683853e-07,0.000385661,25.200169225209407
-1.977567313799295e-11,22.8938,1.977174629130249e-11,-6.5959368990529545e-24,1.210754234839288e-11,6.596029944195051e-24,3.060815799455098e-28,-3.543443849849697e-16,-3.543443849849697e-16,0.01431367728387032,1.1803337397939935e-14,-2.215438345486055e-19,2.5702146508666945e-07,2.6462226633829762e-11,0.000791948712332931,0.015755800996131292,3.275162920347967e-07,-4.1364767797396225e-09,5.169885249428257e-05,4.1364767797396225e-09,2.025495915561781e-05,-8.994142596760628e-08,-1.6819869477499791e-09,2.032492585409235e-12,3.597897406334008e-05,0.0001909414527393788,2.5388741810549574e-07,0.0005233534150240885,-1.8267365911203165e-06,1.8266658404570763e-08,6.258745720114149e-11,0.023011219710132386,0.00012019956966961846,-3.0833756465643517e-06,-2.564183285471769e-07,0.0006252204245906778,25.199060117845733
-1.9395e-11,22.8938,1.9395e-11,-5.79548e-24,8.94163e-12,5.79801e-24,3.0018900000000003e-28,-3.54344e-16,-3.54344e-16,0.0177468,1.32748e-14,-2.74681e-19,3.72683e-07,4.08696e-11,0.0009818969226404292,0.01953451204054187,4.0607190479116314e-07,-1.3258694308522028e-08,8.442123288162417e-05,1.3258694308522028e-08,3.2170135277763436e-05,-2.0901068153138154e-07,-2.8260608852205286e-09,4.950357978328083e-12,5.830231342684807e-05,0.00018440128502835722,4.156869675333554e-07,0.0005223117510406965,-2.2700489055849856e-06,1.8741521467029846e-08,8.623677401934245e-11,0.02300423672925903,0.00014807936689661055,-4.877276550956896e-06,-3.177690606927081e-07,0.000775179,25.198365842675727
-1.68245734643702e-11,22.8938,1.6839791664891265e-11,-5.480397369557971e-24,5.776771328865477e-12,5.478954826305069e-24,2.604029581875196e-28,-3.5434070601720323e-16,-3.5434070601720323e-16,0.023680382971129746,1.596387579596938e-14,-3.6651855796700554e-19,9.216891363476147e-07,1.761517605922001e-10,0.0013101899971553305,0.02606536939615862,5.41841879093319e-07,-2.9024890968493837e-08,0.00014097628462660192,2.9024890968493837e-08,5.276348436061769e-05,-4.148015754068856e-07,-4.803397496060653e-09,9.993390493934498e-12,9.688439693909405e-05,0.00017309772095571585,6.953298841515646e-07,0.0005205114125633524,-3.0362386077691815e-06,1.9562241254259664e-08,1.271105833374483e-10,0.022992167838183503,0.00019626483984044245,-7.977728207356852e-06,-4.2380333417805055e-07,0.001034356813211845,25.19394790896331
-1.54933e-11,22.8938,1.55164e-11,-5.31721e-24,4.13763e-12,5.31371e-24,2.39797e-28,-3.54339e-16,-3.54339e-16,0.0267535,1.73566e-14,-4.14083e-19,1.20603e-06,2.46217e-10,0.001480219310415245,0.029446926168361927,6.121733654412552e-07,-5.790647371548449e-08,0.00018704811715270604,5.790647371548449e-08,6.822048391726086e-05,-6.866333782352353e-07,-6.5226303366371854e-09,1.7408253648087636e-11,0.0001276632537718412,0.0001679737244967574,9.246053519640576e-07,0.0005197548687473436,-3.4177601215571217e-06,1.9892237976050537e-08,1.5322462734110946e-10,0.02298763270058963,0.0002199983904953321,-1.0273972506979314e-05,-4.784858986185956e-07,0.00116859,25.191659775909475
-1.26666e-11,22.8936,1.27099e-11,-1.20891e-23,1.66282e-11,1.2123700000000001e-23,1.96044e-28,-3.54331e-16,-3.54331e-16,0.0358503,1.93353e-14,-5.54877e-19,2.95202e-06,9.92121e-10,0.0019835311160900306,0.039456832180319555,8.203649220080886e-07,-1.434002117329553e-07,0.0003234275259433114,1.434002117329553e-07,0.00011397547879438565,-1.4912955444125791e-06,-1.1611812718049342e-08,3.9357340493150453e-11,0.00021877320247471501,0.0001528059404212712,1.6032944996714056e-06,0.0005175153876437211,-4.5471199850228335e-06,2.0869076867691705e-08,2.3052604313205453e-10,0.022974208025469837,0.00029025319542374026,-1.707119377756528e-05,-6.403543418877079e-07,0.00156594,25.19165977590933
-1.286650765891455e-11,22.89357488202809,1.291107611649585e-11,-1.3870987765558956e-23,1.8817608021270518e-11,1.391255800276314e-23,1.9913765500992123e-28,-3.5433005807605347e-16,-3.5433005807605347e-16,0.03642723469673106,2.0189028467652823e-14,-5.638063134230662e-19,3.146670467394422e-06,1.122909588975334e-09,0.0020154523214815177,0.04009168370208903,8.33568914767673e-07,-1.4882242345175817e-07,0.0003320770252598195,1.4882242345175817e-07,0.00011687736699309577,-1.5423290905915112e-06,-1.193458050183696e-08,4.074940263323376e-11,0.0002245516073381835,0.00015184396427577192,1.6463385440126543e-06,0.0005173733545432194,-4.618746614392789e-06,2.093103026227315e-08,2.3542867872036e-10,0.022973356601348683,0.00029470891856111413,-1.750228936050886e-05,-6.506204150569359e-07,0.001591140861214257,25.19036326780089
-1.58501e-11,22.8932,1.59136e-11,-4.04654e-23,5.14942e-11,4.0611e-23,2.4531e-28,-3.54316e-16,-3.54316e-16,0.0450379,3.29308e-14,-6.97075e-19,6.0518e-06,3.07491e-09,0.0024918716064723256,0.0495589834623736,1.0308089896574045e-06,-3.7968207376053026e-07,0.0005222596170380072,3.7968207376053026e-07,0.00017428179066329545,-3.2527367216642203e-06,-1.9489636688426284e-08,9.3371676472496e-11,0.0003484605448875316,0.0001397516517305854,2.5984032677241324e-06,0.0005151606916321495,-5.5648390090248e-06,2.1459610588309714e-08,3.168492557814279e-10,0.022966983108107752,0.00035558264149144277,-2.587553138280796e-05,-8.025891948196981e-07,0.00196726,25.17101307540119
-2.1087991335340063e-11,22.892278396546775,2.1162131666118208e-11,-3.407273953776861e-23,3.871708972448414e-11,3.419404271945631e-23,3.2637005063909374e-28,-3.5429421664565103e-16,-3.5429421664565103e-16,0.052812127820748254,4.989793848453873e-14,-8.173953577464924e-19,1.019784258966439e-05,7.152251241333046e-09,0.0029220256967311285,0.05810691139873152,1.2088950320358265e-06,-5.881228862644808e-07,0.0006939735302373565,5.881228862644808e-07,0.00022611165653692826,-4.797046244168102e-06,-2.631101949802261e-08,1.4088378826938553e-10,0.00046033665483027463,0.00012883362665084882,3.458012750374506e-06,0.0005131629009642528,-6.419056136951427e-06,2.193686034800268e-08,3.9036306044348334e-10,0.022961228546373592,0.0004105449021150175,-3.343564579901666e-05,-9.398002487505912e-07,0.002306854116087109,25.125986637633105
-2.21019e-11,22.8921,2.21781e-11,-3.2835300000000004e-23,3.62438e-11,3.29519e-23,3.4206100000000002e-28,-3.5429e-16,-3.5429e-16,0.054317,5.31823e-14,-8.40686e-19,1.10004e-05,7.94151e-09,0.003005291448410568,0.05975801739518255,1.2434658224010442e-06,-6.838235069875895e-07,0.0007402009180826958,6.838235069875895e-07,0.00023840350480737886,-5.3955170740171085e-06,-2.8229755128696214e-08,1.612272958934894e-10,0.0004896441231985311,0.000127134692977484,3.6900953344332945e-06,0.0005125913621587141,-6.5432774324025964e-06,2.1933860141079546e-08,4.0407223191898673e-10,0.022961494568691836,0.00041977793055640773,-3.518787843408181e-05,-9.659879575484564e-07,0.00237259,25.117270783777276
-1.96982e-11,22.8898,1.97742e-11,1.9648600000000001e-23,-2.957799999999999e-11,-1.9748700000000008e-23,3.04853e-28,-3.54244e-16,-3.54244e-16,0.0636882,5.39538e-14,-9.85718e-19,1.83433e-05,1.79552e-08,0.0035238539754653066,0.07004077688135311,1.458765823331602e-06,-1.2798279232323115e-06,0.001028095887823753,1.2798279232323115e-06,0.00031495468909065465,-9.122674274132546e-06,-4.0179258703978984e-08,2.87922611914008e-10,0.00067216520241882,0.00011655407223979846,5.135459470918193e-06,0.0005090319322450688,-7.3169029336911185e-06,2.1915175449566308e-08,4.894502229990719e-10,0.022963151302736965,0.00047727939381549524,-4.610043449585017e-05,-1.129079795165865e-06,0.00278198,25.11727078377723
-9.993782047026069e-12,22.885646397915504,1.0073510629362384e-11,2.779661495421529e-23,-1.0138122263925443e-10,-2.8152885947891536e-23,1.546616464866081e-28,-3.5416865559009526e-16,-3.5416865559009526e-16,0.0728296020201906,2.882566653357768e-14,-1.1271838912740347e-18,2.832199092410679e-05,3.605756383819898e-08,0.0040297658122979575,0.08007268136335165,1.668813432362465e-06,-1.8612924009979995e-06,0.0013089674613711495,1.8612924009979995e-06,0.00038963835447702514,-1.2758904905728875e-05,-5.1837245904375925e-08,4.1152710838636457e-10,0.0008502335541245863,0.00010623157303679089,6.545562953200718e-06,0.0005055593370771975,-8.071655307720918e-06,2.1896946583979348e-08,5.727453591473268e-10,0.022964767619613302,0.0005333780692504431,-5.6746771231951696e-05,-1.2881928950075854e-06,0.00318138264881318,25.000550685016606
-9.65174e-12,22.8855,9.7316e-12,2.80838e-23,-1.03912e-10,-2.84491e-23,1.4936800000000002e-28,-3.54166e-16,-3.54166e-16,0.0731518,2.794e-14,-1.13217e-18,2.86737e-05,3.66956e-08,0.00404759718777287,0.08042456498213744,1.6762704909433574e-06,-1.9028971232015899e-06,0.0013220136895290473,1.9028971232015899e-06,0.0003926512679507207,-1.2989630851979386e-05,-5.238140251502276e-08,4.197575518484978e-10,0.0008582839273014848,0.00010595696091894808,6.610848578768274e-06,0.0005053575464637533,-8.08501489479341e-06,2.1872710673614588e-08,5.751520863981478e-10,0.0229651744432819,0.0005349767287399639,-5.7165006213871756e-05,-1.2936767448067802e-06,0.00319546,24.996436766828744
4.843659999999999e-12,22.8781,-4.772350000000001e-12,-1.2603300000000001e-23,-1.10038e-10,1.2244800000000002e-23,-7.495070000000001e-29,-3.54036e-16,-3.54036e-16,0.0827076,-2.0523500000000005e-14,-1.2800500000000002e-18,4.26293e-05,6.92826e-08,0.004576584418893806,0.09086357690470066,1.89749227927723e-06,-3.1371466532503157e-06,0.0017090442985545828,3.1371466532503157e-06,0.00048203263722868363,-1.9834368075225806e-05,-6.852440276574437e-08,6.639226474720365e-10,0.0010971070412182584,9.781029247745273e-05,8.54761797435239e-06,0.0004993712074949941,-8.481341638310172e-06,2.115372591915264e-08,6.46550279222156e-10,0.02297724331179454,0.0005824027087523673,-6.95724038010674e-05,-1.4563611392462633e-06,0.00361308,24.996436766829248
