dxdx,dxdy,dxdz,dydx,dydy,dydz,dzdx,dzdy,dzdz,xvel,yvel,zvel,RANS_k,t_visc,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',DNS_k,omega_x'omega_x',omega_y'omega_y',omega_z'omega_z',omega_x'omega_y',omega_x'omega_z',omega_y'omega_z',p'p',u'p',v'p',w'p',y
-2.0848722882639572e-10,225.26156199970222,2.083021299067052e-10,-1.0156986817656694e-22,2.6547135784045923e-10,1.0150551870670931e-22,2.060984765761788e-28,-2.2259459190589396e-16,-2.2259459190589396e-16,0.0025166771283997302,5.188224294692416e-14,-2.459730688183845e-21,-0.00029227891387561037,-4.228090534673622e-07,0.0,0.0,0.0017211877638400003,0.0,0.0,7.188546099005957e-39,0.0,-8.063776144379996e-13,0.0,-1.1987625547815299e-42,0.0,-4.031888072189998e-13,0.00015380702643137459,4.968908003761991e-70,0.00034346066345769657,-2.367629568467005e-43,4.673740094878183e-08,-1.0773474191714009e-41,0.01710797608423996,9.49431873663059e-20,0.0,6.2461273255231295e-22,0.0
-2.0782330192531693e-10,224.82632416003307,2.0764140613085161e-10,-1.0029928343750208e-22,2.6200567138454856e-10,1.0023618001855626e-22,2.054425398885739e-28,-2.2216656989777615e-16,-2.2216656989777615e-16,0.005360760175218526,5.319623531266754e-14,-5.27201127740935e-21,-0.0002783226156758841,-4.058992450153207e-07,0.00012238049514156791,0.002949816905994298,0.0017211634777724355,-4.6502672597271263e-07,-8.119310072974123e-12,1.7310495329501075e-06,8.1092532277953e-12,7.632848418678461e-07,-6.851157009050205e-10,-1.4883355501206353e-10,1.0374032130566303e-13,1.2471712420355902e-06,0.00014852070684425746,8.762306369203973e-09,0.0003422405604101734,-2.717503439343451e-07,4.735369178974457e-08,2.5276170750135877e-11,0.017101462767704228,1.8651203355862543e-05,-1.1674568603869293e-07,4.120969138775421e-08,1.371071353273301e-05
-2.0646797243460677e-10,223.93783676990313,2.0629261544746065e-10,-9.770553258254692e-23,2.5493087587375025e-10,9.764497283150327e-23,2.04103521488649e-28,-2.2129281278787076e-16,-2.2129281278787076e-16,0.01116662467795064,5.5878597785051595e-14,-1.101295476461518e-20,-0.00024983245734595507,-3.713798392794298e-07,0.00037220603148234086,0.00897137469271082,0.00172109639420261,-1.4143487831743482e-06,-6.628372341829459e-10,1.59573632702726e-05,6.620182535430319e-10,6.814817052560216e-06,-1.957304547307725e-08,-1.3975863275928506e-09,2.9640763048762696e-12,1.138642117054318e-05,0.0001384129279220295,8.107284007546414e-08,0.0003401352103182903,-8.387402196310643e-07,4.848738851704911e-08,8.748198131523387e-11,0.017089314781959287,5.644921639977527e-05,-1.0372939246754734e-06,1.2536196361567922e-07,4.169953934984871e-05
-2.0439376741208612e-10,222.57808991890812,2.04228417457972e-10,-9.37360394907259e-23,2.44103563045107e-10,9.36793725854991e-23,2.0205427906501034e-28,-2.1995560925304672e-16,-2.1995560925304672e-16,0.020051957280970582,5.998370266956546e-14,-1.979893182538896e-20,-0.00020623093468641064,-3.185511173763176e-07,0.0007545406488457045,0.01818610626013967,0.001720875480704736,-2.8672008926892202e-06,-1.042307027622159e-08,6.52754182036986e-05,1.04102467306734e-08,2.655160992074947e-05,-1.6660727086493078e-07,-5.8663659135019635e-09,2.523923890729166e-11,4.591871918558937e-05,0.00012451360337434786,3.333981558042854e-07,0.0003376776129383703,-1.7187768263826452e-06,4.9879629188548334e-08,2.0680267020927261e-10,0.017073692742998192,0.00011303481102469023,-4.009809518401858e-06,2.542408340381696e-07,8.453381948780869e-05
-2.0157321677107944e-10,220.7290755685716,2.014214746055525e-10,-8.833823350576048e-23,2.2938033954133924e-10,8.828686017983024e-23,1.9926767312740248e-28,-2.1813724981106595e-16,-2.1813724981106595e-16,0.032134432396448614,6.556591662030808e-14,-3.1746301039894165e-20,-0.0001469406035229105,-2.4671343315052774e-07,0.001274447860705007,0.03071323626511682,0.0017201182027605662,-4.842502638750683e-06,-7.706224566079946e-08,0.0001851983498870432,7.696800350141348e-08,7.055561294635919e-05,-8.229785719826408e-07,-1.716602623113637e-08,1.247212275586427e-10,0.0001279154654184519,0.00010817472919509208,9.518911900008245e-07,0.0003351871893207582,-2.8842338663153644e-06,5.1114693263028396e-08,4.052143794764283e-10,0.017058195329720457,0.00018624911171765012,-1.053614786500913e-05,4.2977136483260796e-07,0.0001427808370142447
-1.9797885338950749e-10,218.3727876238607,1.9784445228366264e-10,-8.145954964484421e-23,2.106178274803061e-10,8.141492218169139e-23,1.9571656711448797e-28,-2.1582002689091354e-16,-2.1582002689091354e-16,0.04753171173702749,7.267960042408059e-14,-4.6971408430772573e-20,-7.138408199940455e-05,-1.5516721595304086e-07,0.001936990634074708,0.04666399776286111,0.0017178531604689928,-7.357942485411623e-06,-3.6452096231356205e-07,0.00042497102916762617,3.640785199283215e-07,0.0001492230958914957,-2.9581664030721012e-06,-4.0711233239108915e-08,4.4849323598544224e-10,0.00028727910178952514,9.086717150292485e-05,2.197871118256724e-06,0.0003322018623486675,-4.206232747468514e-06,5.1652930652615067e-08,6.936510118502244e-10,0.017048040934532722,0.00027128072623102946,-2.195835752779955e-05,6.540934993474067e-07,0.0002170078137750941
-1.9358321321902823e-10,215.49122200473354,1.9347001894467069e-10,-7.304742880751042e-23,1.8767266502471982e-10,7.301105103484826e-23,1.9137382750167484e-28,-2.129862349031589e-16,-2.129862349031589e-16,0.06636144384829211,8.137910878438304e-14,-6.559058700084178e-20,2.101594712763263e-05,-4.32129734210276e-08,0.0027472313693926087,0.06612695346094495,0.0017120750366687685,-1.042769243989157e-05,-1.276712478493265e-06,0.0008469553840747882,1.2751766057615909e-06,0.0002703332783891892,-8.574558613956432e-06,-8.37443094520528e-08,1.3002201387810004e-09,0.0005592819195348694,7.409823661450825e-05,4.399624331581752e-06,0.00032694902655960016,-5.408396971704905e-06,5.090425172360745e-08,1.0553465390659342e-09,0.017050207991106084,0.0003604668396096724,-3.9076700878041974e-05,9.295371563511258e-07,0.0003077819081407362
-1.89812e-10,213.019,1.89717e-10,-6.58303e-23,1.67987e-10,6.5801e-23,1.87648e-28,-2.10555e-16,-2.10555e-16,0.0825163,8.88428e-14,-8.15648e-20,0.00010029,5.28375e-08,0.0034423725668334473,0.08273752998554337,0.0017028661837556098,-1.30480889339076e-05,-2.949330500486965e-06,0.001333857184553335,2.945814398529065e-06,0.000390801505781196,-1.7640551477598397e-05,-1.3484141954994606e-07,2.6732706872830676e-09,0.00086380225236653,6.345726095738771e-05,6.932198875154534e-06,0.0003193457884034176,-5.8895906227840946e-06,4.9073624331678216e-08,1.3314337409012252e-09,0.017066929140101772,0.0004208709547659273,-5.557650108478178e-05,1.1668359543388299e-06,0.000385661
-1.883588353940972e-10,212.06637671763394,1.8827084620838714e-10,-6.304931798434555e-23,1.6040150695143846e-10,6.302274526814626e-23,1.8621232390886443e-28,-2.0961817031026518e-16,-2.0961817031026518e-16,0.08874126364158448,9.171879010557066e-14,-8.77201562711342e-20,0.00013083673419666213,8.984870574445117e-08,0.003710231880416951,0.08913809672289873,0.0016993177290973458,-1.4057808410738764e-05,-3.5938417406609597e-06,0.0015214754447555805,3.589562595391531e-06,0.0004372216241925935,-2.113395775872268e-05,-1.545307098514136e-07,3.202349353302597e-09,0.0009811433157717827,5.9356965296781776e-05,7.908077849581446e-06,0.0003164160265636292,-6.0750093572129104e-06,4.836822721461113e-08,1.4378186431988413e-09,0.017073372313817847,0.0004441465207702719,-6.193438229497781e-05,1.2582744899589065e-06,0.0004156702127537937
-1.8294218924214423e-10,208.51548976667976,1.8288033274648974e-10,-5.2683255204839383e-23,1.321267116768663e-10,5.2666848392244115e-23,1.8086086589584126e-28,-2.0612615370504049e-16,-2.0612615370504049e-16,0.11194470887983876,1.024389939111922e-13,-1.1066414122955126e-19,0.00024469916214802366,2.2780734054774483e-07,0.004708672878975011,0.1127588436564455,0.0016778446602727143,-1.778531543778901e-05,-7.882309505576008e-06,0.0023950609724701427,7.87302144202774e-06,0.0006245963792166309,-4.239389239648522e-05,-2.4758193405709465e-07,6.4114320549641126e-09,0.001513765186564401,4.892707464856856e-05,1.2397775187880065e-05,0.0003000556785236593,-5.839743612787638e-06,4.4424961564428564e-08,1.7443975635093454e-09,0.017120192443492693,0.0005065308086067366,-8.677275527901957e-05,1.5994523841753212e-06,0.0005275290387434239
