y/h,y^+,U,u'u',v'v',w'w',-Om_z+,om_x'+,om_y'+,om_z'+,u'v',u'w',v'w',pr'+,ps'+,psto'+,p',k,dU/dy
0.37833948,353.35538,19.845984,1.5455472,0.93172657,1.0706083,0.0085658431,0.043300506,0.040245879,0.040100679,-0.61243588,-0.0057483106,-4.9288801e-06,0.85306937,1.3716865,0.032284796,1.6790955,1.773941035,0.0085665905439265
0.38476845,359.3598,19.897047,1.537006,0.92781287,1.065191,0.0084473863,0.042830221,0.039800219,0.039666772,-0.60607898,-0.0058959909,-7.4120042e-05,0.8460182,1.3606445,0.032120407,1.665807,1.765004935,0.008447876203451887
0.39123862,365.40271,19.947754,1.52846,0.92384458,1.0596625,0.0083313286,0.042354379,0.039359011,0.039236881,-0.59966153,-0.0061558522,-0.00013045747,0.83897746,1.3495713,0.031959988,1.65249,1.75598354,0.008331379608874423
0.39774954,371.48367,19.998051,1.5199299,0.91980833,1.054011,0.0082146507,0.041873515,0.038923744,0.03880509,-0.59319603,-0.006438544,-0.00017349924,0.83194274,1.3384453,0.031803798,1.639128,1.7468746149999999,0.008215279236656325
0.40430068,377.6022,20.047972,1.5113871,0.91570854,1.0482661,0.0081001073,0.041398272,0.038494717,0.038378324,-0.5866915,-0.0066646719,-0.00020670924,0.82491648,1.3272601,0.031651355,1.6257241,1.7376808700000002,0.00810096024414575
0.41089179,383.75806,20.097481,1.5027959,0.9115532,1.0424476,0.0079892175,0.040927865,0.038071238,0.037955407,-0.5801394,-0.006795269,-0.00022146097,0.81789553,1.316045,0.031502925,1.6123036,1.72839835,0.007989495564885152
0.41752236,389.95078,20.146627,1.4941348,0.90735388,1.0365684,0.0078799156,0.040464859,0.037653148,0.03754523,-0.57354563,-0.0068575488,-0.00021481091,0.81088209,1.3048589,0.031358041,1.5989106,1.71902854,0.007879975620959545
0.42419182,396.17981,20.19536,1.4854071,0.90311426,1.030651,0.0077708247,0.040015448,0.037238736,0.037134137,-0.56691182,-0.0068995128,-0.00019552211,0.80387312,1.2937119,0.031216972,1.5855433,1.70958618,0.007771482995764023
0.43089987,402.44489,20.243721,1.4766109,0.89884287,1.0247535,0.0076644435,0.03956322,0.036827873,0.03671908,-0.56023598,-0.0069875959,-0.0001695641,0.79687119,1.282593,0.031079257,1.5721939,1.700103635,0.007665675921266768
0.43764602,408.74554,20.291681,1.4677105,0.89455014,1.0188711,0.0075639775,0.039118093,0.036422085,0.036310557,-0.55350214,-0.0071320813,-0.00013683105,0.7898739,1.2715294,0.030945176,1.5588901,1.69056587,0.007564953846270095
0.44442981,415.08136,20.339312,1.4586785,0.89024353,1.0129776,0.0074680177,0.038689464,0.036021672,0.035916414,-0.54671335,-0.0073029944,-0.00010126071,0.78288198,1.2605324,0.030814271,1.5456463,1.680949815,0.007468298101446003
0.45125072,421.45184,20.386572,1.4495376,0.88591731,1.0070601,0.0073719779,0.038266465,0.035625603,0.035533115,-0.53988171,-0.00743016,-7.0578375e-05,0.77589059,1.2495376,0.030686827,1.5324113,1.671257505,0.007371570134733663
0.45810843,427.85669,20.433483,1.4403454,0.8815695,1.0011359,0.0072728605,0.037839364,0.035234496,0.035152171,-0.53302759,-0.0075084218,-4.5647761e-05,0.76890004,1.238512,0.030562397,1.5191674,1.6615254,0.007272644831825659
0.46500237,434.29538,20.479975,1.4311476,0.87719619,0.99514711,0.0071717785,0.037420705,0.03484761,0.034773659,-0.52615798,-0.0075785941,-2.61525e-05,0.76190794,1.2274764,0.030441267,1.5059395,1.6517454500000002,0.007171907173546321
0.47193212,440.76752,20.526075,1.421942,0.87279642,0.98908824,0.0070715062,0.037006591,0.034465551,0.034393195,-0.51925594,-0.0076346919,-1.4647203e-05,0.75491774,1.2164537,0.030322999,1.4927456,1.64191333,0.007072787576561268
0.47889732,447.27277,20.571758,1.412708,0.86837041,0.98298317,0.006978211,0.036593352,0.034088165,0.034016732,-0.51229888,-0.0076213325,-1.0824714e-05,0.74792886,1.2054713,0.03020788,1.4795958,1.63203079,0.006978919372419012
0.48589729,453.81049,20.617098,1.403421,0.86392438,0.97683936,0.0068879384,0.036185026,0.033714905,0.0336551,-0.50529212,-0.0075416723,-7.2388807e-06,0.74094254,1.1945343,0.03009548,1.4664825,1.62209237,0.006887748474998068
0.49293174,460.3804,20.662037,1.394098,0.85945886,0.97062773,0.006795398,0.035780702,0.033345297,0.033296246,-0.49826086,-0.007380743,4.3026548e-06,0.7339555,1.1836077,0.029986093,1.4533691,1.612092295,0.006795236260546567
0.5,466.9819,20.706598,1.3847558,0.85497451,0.96435827,0.006701441,0.035380345,0.03297884,0.032939628,-0.49121863,-0.0071086348,2.8119828e-05,0.7269693,1.1726633,0.029879289,1.4402339,1.60204429,0.0067020912380089115
0.50710185,473.61478,20.750732,1.3753971,0.85045999,0.95802313,0.0066101351,0.034986015,0.032615796,0.032578737,-0.48416784,-0.0067395139,5.6518144e-05,0.71998286,1.161676,0.02977537,1.4270527,1.59194011,0.006611284737723322
0.51423658,480.27835,20.794502,1.3659923,0.84590745,0.95162863,0.0065248501,0.034589835,0.032255936,0.032223087,-0.47709295,-0.006366407,7.8183301e-05,0.71299827,1.1506294,0.029673912,1.4138048,1.5817641900000001,0.006525470926067367
0.52140391,486.97238,20.837894,1.3565606,0.84131694,0.94517702,0.0064421878,0.034202311,0.031899378,0.031867582,-0.46999592,-0.0060221362,8.3158426e-05,0.70601255,1.1395316,0.029575214,1.4004908,1.57152728,0.006441811943260989
0.52860333,493.69638,20.880936,1.3471236,0.83669573,0.93870807,0.0063572335,0.033817373,0.031547327,0.031501986,-0.46289873,-0.0056892172,6.5779896e-05,0.69902557,1.1284115,0.029478861,1.3871303,1.5612637,0.006357814590680189
0.53583419,500.44974,20.923578,1.3376285,0.8320539,0.93221641,0.0062745353,0.033435788,0.031199684,0.031151125,-0.45579752,-0.0053256098,2.4690169e-05,0.69203532,1.1172874,0.029385159,1.3737346,1.5509494050000001,0.006275230924949415
0.54309618,507.23218,20.965874,1.3280435,0.82740098,0.92571038,0.0061952965,0.033059943,0.030856362,0.030810701,-0.44868627,-0.0049326518,-3.8418635e-05,0.6850422,1.1061684,0.029293692,1.3603086,1.54057743,0.0061964779849725815
0.55038873,514.04315,21.007807,1.3183661,0.82273704,0.91920346,0.0061217197,0.032686923,0.030517243,0.030486312,-0.44156194,-0.0045285709,-0.00010290882,0.67804307,1.0950478,0.029204769,1.3468409,1.5301533,0.00612203863269456
0.55771134,520.8822,21.049438,1.3086321,0.81805801,0.91270876,0.0060501983,0.032310873,0.030180423,0.030171473,-0.43441078,-0.0041410173,-0.00014378072,0.67103565,1.0839036,0.029117983,1.333308,1.5196994350000002,0.006050310768199063
0.56506355,527.7489,21.090729,1.2988861,0.81336099,0.90618086,0.0059784902,0.031935945,0.02984502,0.029855978,-0.4272404,-0.0037974727,-0.00016432667,0.66401446,1.072757,0.029033642,1.3197232,1.509213975,0.005977995294567329
0.5724449,534.64282,21.131697,1.2891227,0.80865341,0.89960802,0.0059030987,0.031572979,0.029511858,0.029534882,-0.42004895,-0.0035129981,-0.00015435557,0.65697736,1.0616664,0.028951341,1.306143,1.498692065,0.00590295012048192
0.57985495,541.56354,21.172274,1.2793101,0.80393946,0.89299172,0.0058264076,0.031212341,0.0291816,0.029209713,-0.41281417,-0.0033262479,-0.00010423634,0.6499207,1.0506517,0.028871397,1.292596,1.48812064,0.00582658857924323
0.58729303,548.51044,21.212496,1.2694048,0.79922599,0.88631827,0.005750387,0.030850612,0.028854663,0.028890252,-0.40550396,-0.0031982607,-2.8868293e-05,0.64284432,1.0397134,0.028793404,1.279091,1.47747453,0.005751095603518053
0.59475876,555.48315,21.252325,1.25938,0.79451859,0.87959683,0.0056775273,0.030489428,0.02853098,0.028585035,-0.39810547,-0.0030644333,2.9820723e-05,0.63574517,1.0289072,0.028717682,1.2656672,1.4667477100000001,0.005677079543254138
0.60225154,562.48114,21.291807,1.2492708,0.7898162,0.87283963,0.0056020864,0.030139796,0.028210858,0.028280992,-0.39064181,-0.0029151612,5.5524379e-05,0.62862182,1.0182633,0.028643828,1.2523243,1.455963315,0.005601693678624509
0.60977105,569.50409,21.330864,1.2391031,0.78510767,0.86606854,0.0055229254,0.029797792,0.027895339,0.027975863,-0.38313946,-0.002741758,6.3268766e-05,0.62147152,1.0077174,0.028572164,1.2389805,1.445139655,0.005522589649401777
0.61731657,576.55133,21.369509,1.2288737,0.78039026,0.85932708,0.0054407138,0.029451778,0.027584458,0.02767018,-0.37560621,-0.0025714133,6.4530075e-05,0.61429518,0.99719727,0.028502297,1.2255598,1.43429552,0.005440772603545252
0.6248877,583.6225,21.407677,1.2185769,0.77566975,0.85258728,0.0053579723,0.029107898,0.027278259,0.027371215,-0.36804774,-0.0024383334,5.3349479e-05,0.60709292,0.98667556,0.028434539,1.2120419,1.423416965,0.00535755425604445
0.63248413,590.71729,21.445402,1.2082368,0.77095342,0.84581208,0.0052736863,0.028768158,0.026976887,0.027076451,-0.36048105,-0.0024065436,3.7884773e-05,0.59986705,0.97618186,0.028368508,1.1984617,1.41250115,0.005274195044931984
0.640105,597.8349,21.482634,1.1978813,0.76624936,0.83900565,0.0051915324,0.028435141,0.026678752,0.026790829,-0.35291347,-0.0024340202,2.1323096e-05,0.59261829,0.96577281,0.028304519,1.1848774,1.401568155,0.005191945040491364
0.64775005,604.9751,21.519426,1.187526,0.76156598,0.83220685,0.0051109684,0.028101573,0.026383879,0.026507773,-0.34533942,-0.0024399334,1.0629315e-05,0.58534861,0.95548081,0.028242188,1.1713229,1.390649415,0.005110562806625474
0.65541855,612.13721,21.555725,1.1771792,0.75690979,0.82541949,0.0050279452,0.027771072,0.026093327,0.026219472,-0.33777025,-0.0024128917,1.7668308e-05,0.57805806,0.94527799,0.028181836,1.1577739,1.37975424,0.005027878594280555
0.66311013,619.32086,21.591553,1.1668271,0.75228924,0.81861877,0.004943768,0.027454427,0.025806909,0.025929444,-0.33020344,-0.0023525122,3.4471359e-05,0.57074898,0.935206,0.028123079,1.1442612,1.368867555,0.004944380368033574
0.67082432,626.52563,21.626865,1.15643,0.74770391,0.81177193,0.0048623504,0.027150987,0.025523501,0.025651895,-0.32262966,-0.0022427186,4.1702431e-05,0.5634228,0.92528808,0.028066242,1.1307988,1.35795292,0.004862302130254514
0.67856053,633.75098,21.661715,1.1459757,0.74314624,0.80491513,0.0047808611,0.026842298,0.025243485,0.025385078,-0.31504136,-0.0020755557,4.8355989e-05,0.55608165,0.91548228,0.02801094,1.1173428,1.347018535,0.004780888721330756
0.68631837,640.99652,21.696047,1.1354575,0.73861027,0.79809445,0.0046989396,0.026541525,0.024967112,0.025126936,-0.30743429,-0.0019120906,7.3919655e-05,0.5487259,0.9057526,0.027957503,1.1038542,1.3360811099999998,0.004698616085713203
0.69409706,648.26154,21.729893,1.1248454,0.73409736,0.79137057,0.004614579,0.026238544,0.02469511,0.024873961,-0.29979327,-0.0017692863,0.00011826239,0.5413577,0.89607531,0.027905548,1.0903109,1.3251566650000002,0.004614344506693735
0.70189621,655.54565,21.76318,1.1141412,0.72961032,0.78473043,0.0045278263,0.025930028,0.024426635,0.024625449,-0.29211876,-0.0016019881,0.00017295343,0.53397834,0.88641351,0.027855404,1.0766858,1.3142409750000001,0.0045271819383125855
0.70971535,662.84845,21.795929,1.1033599,0.72515911,0.77812475,0.0044370228,0.025627919,0.024161637,0.024380978,-0.28441718,-0.0013765284,0.00022748526,0.52659166,0.8767494,0.027806692,1.0629697,1.30332188,0.004436336690221809
0.7175539,670.16937,21.828054,1.0925194,0.72074878,0.77152258,0.0043417383,0.025339043,0.023900073,0.024143308,-0.27670166,-0.0011243438,0.00026831881,0.51920146,0.86712241,0.027759746,1.0492027,1.29239538,0.004340970336435657
0.7254114,677.508,21.859564,1.081643,0.71638101,0.76494646,0.0042415815,0.025049735,0.02364214,0.023900749,-0.26898822,-0.00088006729,0.00029724848,0.51181412,0.85756463,0.027714184,1.0354233,1.281485235,0.004241957798041485
0.7332872,684.86371,21.890385,1.0707414,0.71206152,0.75839949,0.0041425801,0.024760831,0.023387771,0.023653904,-0.26127669,-0.0006718259,0.00031561026,0.50443643,0.84809518,0.027670342,1.0216599,1.270601205,0.004143193174733106
0.74118091,692.23615,21.920584,1.05979,0.70780355,0.75189108,0.0040462813,0.024478512,0.023136659,0.023420105,-0.25355813,-0.00049682433,0.00033069981,0.49707571,0.83877414,0.027627841,1.0079677,1.259742315,0.00404626656819107
0.74909207,699.62488,21.950111,1.048797,0.7036112,0.74545217,0.0039495295,0.024190515,0.022889227,0.023198413,-0.2458283,-0.00032850751,0.00033726203,0.48973754,0.82963723,0.027587021,0.99437571,1.248930185,0.003949123790605968
0.75701989,707.02917,21.979002,1.0378203,0.69949442,0.73913497,0.0038509758,0.023901796,0.022646416,0.022982066,-0.23807433,-9.493863e-05,0.00033140922,0.48242861,0.82068765,0.027547503,0.98089206,1.238224845,0.0038508071597478377
0.76496398,714.44867,22.007193,1.0269045,0.69546354,0.73294127,0.0037503666,0.023626352,0.022409007,0.022767222,-0.23028997,0.0001771816,0.00032829362,0.47515535,0.81195283,0.027509626,0.96755213,1.227654655,0.003749684417285515
0.77292376,721.88281,22.034697,1.016075,0.69153035,0.72685426,0.0036452806,0.02336392,0.022176987,0.022550527,-0.22248995,0.00043173775,0.00035341328,0.467926,0.80346555,0.027473014,0.95439577,1.217229805,0.003645576536684514
0.78089882,729.33124,22.061447,1.005322,0.68770057,0.72085118,0.0035411303,0.023114761,0.021950718,0.022343958,-0.21467769,0.00065415067,0.00041038098,0.46074927,0.79524863,0.027438011,0.94145417,1.206936875,0.003540761154825711
0.78888847,736.79327,22.08749,0.99464816,0.68397689,0.71495253,0.0034352613,0.022868508,0.021730172,0.022151515,-0.20684785,0.00086895766,0.00047605264,0.45363465,0.78732747,0.027404239,0.92876065,1.19678879,0.0034354009886825576
0.79689222,744.26849,22.112761,0.98407185,0.68035316,0.70919573,0.0033289676,0.022622807,0.021515211,0.021962222,-0.19899003,0.0010808072,0.00053586531,0.44659162,0.77969187,0.02737204,0.91631609,1.18681037,0.0033281619922866934
0.80490977,751.75659,22.137289,0.97361434,0.67682552,0.70358825,0.0032184313,0.022381553,0.02130639,0.021776047,-0.19110543,0.0013030726,0.00057412637,0.43963078,0.77232999,0.027341045,0.90411681,1.1770140550000001,0.003218473448921788
0.81294026,759.25677,22.160999,0.96328121,0.67339444,0.69813663,0.0031070698,0.022144735,0.02110419,0.021592442,-0.18319842,0.0015675119,0.00059044251,0.43276334,0.76521492,0.027311595,0.89214563,1.16740614,0.003106607588719612
0.82098316,766.76855,22.183924,0.95308435,0.67006934,0.69285107,0.002992844,0.021906219,0.020908518,0.021419784,-0.17527886,0.0018988702,0.00057253119,0.42600179,0.7583307,0.027283318,0.88039958,1.15800238,0.0029929332926017516
0.82903815,774.29163,22.205996,0.94304389,0.66685891,0.68772119,0.0028781283,0.021675432,0.0207197,0.021256538,-0.16734852,0.0022877574,0.00052877865,0.41935906,0.75170928,0.027256561,0.86892277,1.148811995,0.0028776443280815744
0.83710458,781.82538,22.227251,0.93317276,0.66377687,0.6827445,0.0027603356,0.02145583,0.020538166,0.021098733,-0.1594049,0.0027070465,0.00046517822,0.41284901,0.74540478,0.02723095,0.85778576,1.139847065,0.002760065178368576
0.84518186,789.36926,22.24761,0.92345482,0.6608339,0.6779272,0.0026402795,0.021248376,0.020364614,0.020949705,-0.15144239,0.0031248452,0.0003951925,0.40648627,0.73946339,0.027206838,0.84705132,1.13110796,0.002639326630596628
0.85326952,796.92285,22.267097,0.9139055,0.65803617,0.67324179,0.0025148219,0.021051958,0.020199668,0.020808574,-0.14346988,0.0035193104,0.000325189,0.40028659,0.73388547,0.027183851,0.83673722,1.1225917300000001,0.002514557790002092
0.86136712,804.48572,22.28562,0.9045943,0.65538222,0.66868967,0.0023871695,0.020866403,0.020043213,0.020676788,-0.13550238,0.0038675345,0.00026781874,0.39426723,0.728652,0.02716234,0.82684475,1.114333095,0.0023871014204210894
0.86947387,812.05713,22.303223,0.89557368,0.65287143,0.66429579,0.0022593106,0.020697791,0.019894084,0.02055623,-0.12754188,0.0041464008,0.00022026236,0.3884463,0.7237401,0.027141932,0.81737077,1.10637045,0.0022595170632022654
0.87758945,819.63678,22.319853,0.88689291,0.65049464,0.66010964,0.0021319895,0.020537147,0.019751851,0.020441813,-0.1195873,0.0043393252,0.00018905514,0.38284218,0.71909708,0.027122982,0.8082816,1.098748595,0.0021317479125664285
0.88571312,827.224,22.335554,0.87860119,0.64824593,0.65616238,0.002003103,0.020379547,0.019617757,0.020331439,-0.1116282,0.0044520986,0.00016836854,0.37747335,0.71468151,0.027105119,0.79955578,1.09150475,0.002002950243785717
0.89384444,834.81836,22.35026,0.87072629,0.6461221,0.65249199,0.0018729771,0.020226292,0.019491697,0.02022727,-0.10366199,0.0044787074,0.0001578056,0.37235877,0.71048892,0.027088694,0.79121268,1.08467019,0.0018722123371521793
0.90198282,842.41931,22.364002,0.86327535,0.64412546,0.64910406,0.0017382846,0.020084942,0.019373167,0.020131275,-0.09569025,0.0044326829,0.00015393416,0.3675175,0.70652676,0.027073344,0.78328568,1.078252435,0.0017379436138085236
0.91012787,850.02649,22.37669,0.85629594,0.64225334,0.64599419,0.0016011687,0.019953545,0.01926247,0.020037588,-0.087710075,0.0043523964,0.00014717139,0.36296946,0.70279664,0.027059417,0.77580243,1.072271735,0.0016007696120938775
0.91827899,857.63934,22.388365,0.84981006,0.64050877,0.64315796,0.0014618771,0.019829961,0.019160502,0.019945849,-0.079721332,0.0042634881,0.00013382192,0.35873431,0.6993264,0.027046552,0.76881236,1.066738395,0.001461694272706815
0.92643554,865.25726,22.398952,0.84382987,0.63889813,0.6405853,0.0013209771,0.019716602,0.019067276,0.019862182,-0.071732469,0.004181141,0.00011699593,0.35483176,0.69615495,0.0270351,0.76237333,1.06165665,0.0013206135008778652
0.93459692,872.8797,22.408491,0.83839655,0.63743246,0.63825989,0.0011778873,0.019620771,0.018983621,0.019785831,-0.063756771,0.004142209,9.1509814e-05,0.3512806,0.69328654,0.027024696,0.75651085,1.05704445,0.0011779509972833502
0.94276275,880.50629,22.416914,0.83353925,0.63611817,0.63618565,0.0010349044,0.019537652,0.018909832,0.019717831,-0.055793855,0.0041427929,5.5949087e-05,0.34809923,0.69069362,0.027015697,0.75122333,1.0529215349999999,0.001034531510797132
0.9509323,888.13635,22.424274,0.8292914,0.63496268,0.63435543,0.00088959659,0.019461125,0.0188454,0.019653212,-0.047836911,0.0041566985,1.5565101e-05,0.34530422,0.68838376,0.027007736,0.74654174,1.049304755,0.0008894196067514848
0.95910525,895.76959,22.430489,0.82565546,0.63397253,0.63275123,0.00074249116,0.019395147,0.018790798,0.019597543,-0.039877754,0.0041886712,-1.3409571e-05,0.3429113,0.68640709,0.027001172,0.7425347,1.0461896099999999,0.0007420481911777355
0.96728095,903.4054,22.435604,0.82262862,0.63315618,0.63139147,0.00059319177,0.019338418,0.0187461,0.019558195,-0.031917665,0.0042348639,-2.9776053e-05,0.3409338,0.68480116,0.026995642,0.73925465,1.043588135,0.0005932634218897004
0.97545886,911.04327,22.43955,0.82023811,0.63251591,0.6303122,0.00044459294,0.019293834,0.01871128,0.01953291,-0.023952061,0.0042838859,-3.8328006e-05,0.3393836,0.68354756,0.026991505,0.73669654,1.04153311,0.00044472835161113444
0.98363835,918.68262,22.442398,0.81851518,0.63205433,0.62954235,0.00029652231,0.019260425,0.018686162,0.019511905,-0.015974658,0.0043241642,-3.9528342e-05,0.33826953,0.68262005,0.026988396,0.73484099,1.04005593,0.000296612372775229
0.99181895,926.323,22.444082,0.81748098,0.63177294,0.62908596,0.0001486289,0.019242374,0.018670656,0.019495996,-0.0079878932,0.0043515791,-2.4334959e-05,0.33759853,0.68203092,0.026986675,0.73369974,1.0391699399999998,0.0001485526845232954
1.0,933.96381,22.444668,0.81713742,0.63167846,0.62893564,-0.0,0.019236278,0.01866555,0.019488338,0.0,0.0043621026,0.0,0.3373743,0.68182671,0.026985982,0.73331261,1.03887576,4.834194616165632e-06
