y/delta,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',k,omega_x'omega_x',omega_y'omega_y',omega_z'omega_z',omega_x'omega_y',omega_x'omega_z',omega_y'omega_z',p'p',u'p',v'p',w'p'
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.183689945792724e-35,0.000000000000000e+00,-4.788826417033466e-39,0.000000000000000e+00,5.918449728963622e-36,8.313873096190595e-02,8.355822264849868e-71,1.925070836682148e-01,-1.062271151782931e-40,-4.788753079534169e-05,-1.306672152111102e-40,7.149815967227474e+00,4.374253701630207e-20,0.000000000000000e+00,5.038181463307052e-23
2.059765673623204e-05,4.514042136904974e-03,4.514042136818506e-03,9.999999999106423e-01,1.819159647135405e-07,-7.359276167371336e-14,3.922202240225971e-06,7.359276167371336e-14,1.692169133509211e-06,-1.010010671985581e-10,9.757048231938796e-10,-1.609705957391486e-15,2.807185723663972e-06,8.295103143180114e-02,2.000617926980359e-08,1.924646214339852e-01,-9.914871913218731e-06,-4.787976936510595e-05,-1.593900857220492e-10,7.149582829808090e+00,6.593730611864673e-04,-2.632304792913449e-07,-1.815639129095219e-07
1.029823439926414e-04,2.256890898285087e-02,2.256890891180614e-02,9.999999873671500e-01,9.095272449718309e-07,-4.572762882249711e-11,9.800075478824744e-05,4.572762882249711e-11,4.210862761838724e-05,-1.264701286395694e-08,2.438188114832428e-08,-1.996065320119693e-13,7.005471406713176e-05,8.220451264262468e-02,5.000985614418725e-07,1.922973436054816e-01,-4.969173313792464e-05,-4.784858807158109e-05,-8.185547425923193e-10,7.148658457509744e+00,3.296072355945119e-03,-6.547565289641010e-06,-9.076986074344593e-07
2.883256182004690e-04,6.318747838032863e-02,6.318747398216473e-02,9.999997211081184e-01,2.546453537190003e-06,-2.774354756767748e-09,7.674480366080658e-04,2.774354756767748e-09,3.267337304797300e-04,-2.787271836315443e-07,1.909790402025019e-07,-4.315555683600674e-12,5.470922707212762e-04,8.054764666424391e-02,3.920189342435899e-06,1.919346327948262e-01,-1.398295266861136e-04,-4.777706750350875e-05,-2.433473302356154e-09,7.146626240999161e+00,9.222094031980389e-03,-5.075653278422029e-05,-2.540786303656349e-06
6.177693459122890e-04,1.353861215402712e-01,1.353860282476198e-01,9.999972361881445e-01,5.456034549940876e-06,-5.716365348423170e-08,3.517326519172594e-03,5.716365348423170e-08,1.473107709465047e-03,-2.761669039361673e-06,8.755633877602952e-07,-4.171952548077529e-11,2.495245696145562e-03,7.769049264422191e-02,1.799837575416343e-05,1.913398311631354e-01,-3.019288201274528e-04,-4.764783464486163e-05,-5.787713061905144e-09,7.143175526480936e+00,1.972183119344015e-02,-2.284536689149558e-04,-5.440603996846659e-06
1.132413839837088e-03,2.481721030163199e-01,2.481710405393372e-01,9.999827955347865e-01,1.000115894134465e-05,-6.229925455342956e-07,1.178995149086672e-02,6.229925455342956e-07,4.812814002372171e-03,-1.719688312974700e-05,2.935745544706746e-06,-2.558629001010811e-10,8.301694242892213e-03,7.346021760043117e-02,6.049172074477559e-05,1.905332431549506e-01,-5.585571892866141e-04,-4.744456535422624e-05,-1.237744827717172e-08,7.138197247046286e+00,3.599165534170146e-02,-7.443511893299458e-04,-9.956165067258747e-06
1.873306006858533e-03,4.105409833052455e-01,4.105329314594844e-01,9.999209751291627e-01,1.654394440645173e-05,-4.434696767027950e-06,3.216107155622749e-02,4.434696767027950e-06,1.265395614840171e-02,-7.900536500830920e-05,8.008953090735193e-06,-1.199843861551051e-09,2.240973120069812e-02,6.783516999447385e-02,1.656176341919178e-04,1.895869138450030e-01,-9.307381215565459e-04,-4.715192043790175e-05,-2.497507516729685e-08,7.131910181181860e+00,5.900762971335319e-02,-1.948989860859554e-03,-1.640306040960799e-05
2.881427511453483e-03,6.314740248223802e-01,6.314282718979247e-01,9.997072297251453e-01,2.544501374501957e-05,-2.317909850522285e-05,7.579283735894070e-02,2.317909850522285e-05,2.837279923087413e-02,-2.927243937308650e-04,1.886770423148849e-05,-4.834115291321334e-09,5.209440784416002e-02,6.095476719466263e-02,3.920863281777652e-04,1.885708897585846e-01,-1.430351151944278e-03,-4.675952178148562e-05,-4.814274370002876e-08,7.125018803755386e+00,8.927925830906112e-02,-4.344245819699085e-03,-2.501799685212579e-05
4.177085301188321e-03,9.154215598633070e-01,9.152160495939027e-01,9.990908071600858e-01,3.687988206823037e-05,-9.382524085278950e-05,1.585387759800840e-01,9.382524085278950e-05,5.571457654704641e-02,-9.090971788186842e-04,3.943293059251556e-05,-1.748777605413572e-08,1.071735888839916e-01,5.323476209899514e-02,8.242507724432771e-04,1.874492295264507e-01,-2.035568961360700e-03,-4.628493795437639e-05,-8.730783921497978e-08,7.118974946915468e+00,1.259242781152730e-01,-8.463734273246254e-03,-3.571752878397866e-05
5.759905750861605e-03,1.262301707274051e+00,1.261546233109404e+00,9.975749216487478e-01,5.083490894329098e-05,-3.054378705985648e-04,2.997052346875660e-01,3.054378705985648e-04,9.767189542526852e-02,-2.424901893061322e-03,7.448461525057496e-05,-5.679007145982860e-08,1.988412839917166e-01,4.526376305756016e-02,1.565424412676267e-03,1.858995858410364e-01,-2.676076414190213e-03,-4.579222895688845e-05,-1.460966122751684e-07,7.115882048145084e+00,1.665866628208144e-01,-1.469473596423490e-02,-4.805052362745426e-05
